boq_text,industry,subcategory,quantity,unit,project_type,season,region,tasks,stages
Laying gypsum boards piping network including joint treatment,Plumbing,Piping,106,rmt,Industrial,normal,south,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating tank cleaning using chemicals and tools as per standards,Tank Cleaning,Tank,379,sqm,Industrial,monsoon,east,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Preparing PVC pipes piping network including finishing,Plumbing,Piping,308,rmt,Commercial,festival,north,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating tank cleaning using chemicals and tools including joint treatment,Tank Cleaning,Tank,442,rmt,Industrial,festival,north,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Executing vitrified tiles piping network including joint treatment,Plumbing,Piping,381,rmt,Industrial,monsoon,south,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Installing electrical wiring with gypsum boards conduits with curing,Electrical,Wiring,413,nos,Commercial,monsoon,central,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Providing reinforcement steel piping network including finishing,Plumbing,Piping,453,sqm,Commercial,normal,central,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Constructing gypsum boards for false ceiling framework with curing,Interior,FalseCeiling,37,rmt,Residential,normal,east,"[""site measurement"", ""layout marking"", ""frame fabrication"", ""channel fixing"", ""board installation"", ""joint taping"", ""screw fixing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Fixing RCC work using GI channels in structural members as per standards,Infra,RCC,408,sqm,Commercial,monsoon,north,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Applying reinforcement steel piping network including joint treatment,Plumbing,Piping,117,rmt,Industrial,normal,west,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Preparing laminated boards flooring with adhesive with curing,Interior,Tiling,216,kg,Commercial,monsoon,south,"[""site measurement"", ""layout marking"", ""adhesive application"", ""tile laying"", ""grouting"", ""edge finishing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating acrylic paint flooring with adhesive as per specifications,Interior,Tiling,397,rmt,Residential,festival,south,"[""site measurement"", ""layout marking"", ""adhesive application"", ""tile laying"", ""grouting"", ""edge finishing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating electrical wiring with gypsum boards conduits as per standards,Electrical,Wiring,62,kg,Industrial,festival,east,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying electrical wiring with gypsum boards conduits including joint treatment,Electrical,Wiring,243,nos,Commercial,festival,north,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating ceramic tiles piping network as per standards,Plumbing,Piping,495,kg,Residential,normal,north,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying electrical wiring with wooden panels conduits as per standards,Electrical,Wiring,73,nos,Industrial,festival,south,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Constructing RCC work using wooden panels in structural members including finishing,Infra,RCC,314,sqm,Industrial,normal,south,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Preparing two coats of reinforcement steel on wall surface with curing,Interior,Painting,73,nos,Commercial,festival,north,"[""site measurement"", ""surface preparation"", ""putty application"", ""primer application"", ""paint coat 1"", ""paint coat 2"", ""finishing"", ""touchup""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Laying electrical wiring with PVC pipes conduits with complete materials,Electrical,Wiring,349,nos,Industrial,festival,north,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Constructing RCC work using wooden panels in structural members with complete materials,Infra,RCC,154,sqm,Residential,monsoon,north,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Laying tank cleaning using chemicals and tools with surface preparation,Tank Cleaning,Tank,193,kg,Commercial,normal,south,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Installing tank cleaning using chemicals and tools as per specifications,Tank Cleaning,Tank,130,sqm,Residential,festival,south,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fixing emulsion paint for false ceiling framework with complete materials,Interior,FalseCeiling,380,sqm,Commercial,festival,north,"[""site measurement"", ""layout marking"", ""frame fabrication"", ""channel fixing"", ""board installation"", ""joint taping"", ""screw fixing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Laying RCC work using reinforcement steel in structural members including finishing,Infra,RCC,61,rmt,Residential,monsoon,east,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Providing emulsion paint piping network including finishing,Plumbing,Piping,14,rmt,Industrial,festival,north,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Executing wooden panels piping network including joint treatment,Plumbing,Piping,459,sqm,Commercial,monsoon,north,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Preparing reinforcement steel for false ceiling framework including joint treatment,Interior,FalseCeiling,437,kg,Industrial,monsoon,west,"[""site measurement"", ""layout marking"", ""frame fabrication"", ""channel fixing"", ""board installation"", ""joint taping"", ""screw fixing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Fixing electrical wiring with acrylic paint conduits as per standards,Electrical,Wiring,63,kg,Industrial,monsoon,central,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Preparing RCC work using GI channels in structural members including finishing,Infra,RCC,451,rmt,Commercial,monsoon,south,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Applying RCC work using emulsion paint in structural members including joint treatment,Infra,RCC,345,nos,Residential,festival,central,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Fabricating tank cleaning using chemicals and tools with complete materials,Tank Cleaning,Tank,231,rmt,Commercial,monsoon,west,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying electrical wiring with laminated boards conduits as per standards,Electrical,Wiring,268,kg,Commercial,normal,south,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Installing RCC work using GI channels in structural members including joint treatment,Infra,RCC,35,rmt,Industrial,festival,west,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Providing RCC work using reinforcement steel in structural members including primer coat,Infra,RCC,420,kg,Residential,monsoon,west,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Executing laminated boards piping network including finishing,Plumbing,Piping,62,kg,Commercial,normal,central,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Providing tank cleaning using chemicals and tools including joint treatment,Tank Cleaning,Tank,465,rmt,Industrial,festival,west,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying ceramic tiles piping network including primer coat,Plumbing,Piping,179,kg,Industrial,festival,east,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Providing RCC work using laminated boards in structural members with surface preparation,Infra,RCC,11,nos,Commercial,festival,east,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Providing tank cleaning using chemicals and tools as per standards,Tank Cleaning,Tank,262,rmt,Industrial,festival,west,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Installing and fixing of ceramic tiles for woodwork with complete materials,Interior,Carpentry,486,kg,Residential,monsoon,north,"[""site measurement"", ""layout marking"", ""frame fabrication"", ""panel installation"", ""screw fixing"", ""finishing"", ""touchup""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Preparing acrylic paint piping network with complete materials,Plumbing,Piping,405,kg,Commercial,festival,central,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Executing tank cleaning using chemicals and tools including finishing,Tank Cleaning,Tank,293,kg,Industrial,monsoon,central,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fixing electrical wiring with emulsion paint conduits with curing,Electrical,Wiring,346,nos,Industrial,monsoon,west,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Laying tank cleaning using chemicals and tools as per specifications,Tank Cleaning,Tank,160,kg,Residential,normal,west,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Constructing tank cleaning using chemicals and tools with surface preparation,Tank Cleaning,Tank,112,rmt,Industrial,festival,east,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fixing cement concrete piping network as per specifications,Plumbing,Piping,373,sqm,Commercial,festival,west,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Constructing tank cleaning using chemicals and tools with curing,Tank Cleaning,Tank,423,sqm,Industrial,normal,south,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying RCC work using laminated boards in structural members including finishing,Infra,RCC,112,nos,Residential,monsoon,east,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Laying electrical wiring with ceramic tiles conduits including finishing,Electrical,Wiring,193,kg,Residential,festival,central,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Installing electrical wiring with cement concrete conduits including joint treatment,Electrical,Wiring,364,sqm,Commercial,monsoon,west,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying gypsum boards piping network with surface preparation,Plumbing,Piping,327,kg,Residential,festival,east,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Installing tank cleaning using chemicals and tools including primer coat,Tank Cleaning,Tank,100,sqm,Residential,normal,central,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying PVC pipes for false ceiling framework including joint treatment,Interior,FalseCeiling,294,nos,Residential,normal,central,"[""site measurement"", ""layout marking"", ""frame fabrication"", ""channel fixing"", ""board installation"", ""joint taping"", ""screw fixing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Fabricating reinforcement steel piping network as per standards,Plumbing,Piping,30,rmt,Commercial,festival,south,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Executing tank cleaning using chemicals and tools as per specifications,Tank Cleaning,Tank,47,nos,Industrial,normal,north,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Constructing tank cleaning using chemicals and tools with curing,Tank Cleaning,Tank,288,kg,Residential,monsoon,north,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating electrical wiring with GI channels conduits including joint treatment,Electrical,Wiring,121,kg,Industrial,festival,south,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Executing and fixing of ceramic tiles for woodwork with surface preparation,Interior,Carpentry,500,sqm,Industrial,monsoon,west,"[""site measurement"", ""layout marking"", ""frame fabrication"", ""panel installation"", ""screw fixing"", ""finishing"", ""touchup""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Laying cement concrete for false ceiling framework including joint treatment,Interior,FalseCeiling,22,nos,Industrial,festival,west,"[""site measurement"", ""layout marking"", ""frame fabrication"", ""channel fixing"", ""board installation"", ""joint taping"", ""screw fixing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Laying RCC work using laminated boards in structural members with surface preparation,Infra,RCC,174,sqm,Residential,normal,central,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Providing tank cleaning using chemicals and tools with surface preparation,Tank Cleaning,Tank,452,kg,Residential,normal,central,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fixing RCC work using acrylic paint in structural members including primer coat,Infra,RCC,377,nos,Residential,normal,south,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Laying cement concrete flooring with adhesive with complete materials,Interior,Tiling,304,rmt,Commercial,monsoon,west,"[""site measurement"", ""layout marking"", ""adhesive application"", ""tile laying"", ""grouting"", ""edge finishing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Preparing RCC work using GI channels in structural members including finishing,Infra,RCC,209,sqm,Industrial,normal,central,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Providing two coats of GI channels on wall surface with complete materials,Interior,Painting,158,nos,Industrial,normal,east,"[""site measurement"", ""surface preparation"", ""putty application"", ""primer application"", ""paint coat 1"", ""paint coat 2"", ""finishing"", ""touchup""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Preparing RCC work using laminated boards in structural members including finishing,Infra,RCC,252,rmt,Industrial,normal,north,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Fixing RCC work using gypsum boards in structural members as per specifications,Infra,RCC,500,sqm,Industrial,festival,north,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Applying two coats of wooden panels on wall surface with curing,Interior,Painting,285,sqm,Commercial,normal,east,"[""site measurement"", ""surface preparation"", ""putty application"", ""primer application"", ""paint coat 1"", ""paint coat 2"", ""finishing"", ""touchup""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Constructing electrical wiring with vitrified tiles conduits as per standards,Electrical,Wiring,104,rmt,Industrial,monsoon,north,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying cement concrete flooring with adhesive including primer coat,Interior,Tiling,340,sqm,Commercial,festival,south,"[""site measurement"", ""layout marking"", ""adhesive application"", ""tile laying"", ""grouting"", ""edge finishing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Installing wooden panels piping network including primer coat,Plumbing,Piping,497,nos,Commercial,normal,north,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Providing and fixing of ceramic tiles for woodwork as per specifications,Interior,Carpentry,258,kg,Commercial,festival,east,"[""site measurement"", ""layout marking"", ""frame fabrication"", ""panel installation"", ""screw fixing"", ""finishing"", ""touchup""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating tank cleaning using chemicals and tools with curing,Tank Cleaning,Tank,96,sqm,Commercial,normal,north,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating RCC work using vitrified tiles in structural members as per specifications,Infra,RCC,459,kg,Commercial,monsoon,east,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Constructing emulsion paint piping network as per standards,Plumbing,Piping,340,sqm,Commercial,normal,central,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Providing electrical wiring with emulsion paint conduits including finishing,Electrical,Wiring,444,sqm,Industrial,festival,west,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying tank cleaning using chemicals and tools including joint treatment,Tank Cleaning,Tank,288,kg,Industrial,normal,east,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Laying RCC work using vitrified tiles in structural members including primer coat,Infra,RCC,266,sqm,Commercial,monsoon,central,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Fixing cement concrete flooring with adhesive as per standards,Interior,Tiling,238,rmt,Residential,festival,central,"[""site measurement"", ""layout marking"", ""adhesive application"", ""tile laying"", ""grouting"", ""edge finishing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating electrical wiring with acrylic paint conduits with surface preparation,Electrical,Wiring,399,kg,Residential,normal,east,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying laminated boards piping network with surface preparation,Plumbing,Piping,275,nos,Commercial,monsoon,west,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating two coats of emulsion paint on wall surface including joint treatment,Interior,Painting,437,nos,Industrial,festival,central,"[""site measurement"", ""surface preparation"", ""putty application"", ""primer application"", ""paint coat 1"", ""paint coat 2"", ""finishing"", ""touchup""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Preparing electrical wiring with GI channels conduits with complete materials,Electrical,Wiring,274,nos,Commercial,normal,central,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fabricating RCC work using reinforcement steel in structural members including primer coat,Infra,RCC,464,sqm,Industrial,normal,west,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Providing electrical wiring with cement concrete conduits including joint treatment,Electrical,Wiring,118,rmt,Residential,normal,east,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Installing tank cleaning using chemicals and tools as per specifications,Tank Cleaning,Tank,378,sqm,Commercial,festival,west,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fixing RCC work using laminated boards in structural members with curing,Infra,RCC,21,rmt,Residential,normal,central,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Fixing tank cleaning using chemicals and tools including finishing,Tank Cleaning,Tank,466,rmt,Residential,normal,east,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Applying electrical wiring with laminated boards conduits including joint treatment,Electrical,Wiring,494,sqm,Residential,monsoon,central,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fixing RCC work using ceramic tiles in structural members with curing,Infra,RCC,317,rmt,Industrial,normal,central,"[""site measurement"", ""layout marking"", ""excavation"", ""rebar placement"", ""formwork setup"", ""concrete pouring"", ""vibrating and finishing"", ""curing""]","[1, 2, 3, 3, 3, 3, 3, 4, 5]"
Fixing tank cleaning using chemicals and tools as per specifications,Tank Cleaning,Tank,482,kg,Industrial,festival,south,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Preparing electrical wiring with vitrified tiles conduits with complete materials,Electrical,Wiring,18,rmt,Industrial,festival,west,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fixing electrical wiring with reinforcement steel conduits including finishing,Electrical,Wiring,459,sqm,Residential,monsoon,north,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Preparing tank cleaning using chemicals and tools with curing,Tank Cleaning,Tank,199,sqm,Industrial,festival,west,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Preparing electrical wiring with GI channels conduits with complete materials,Electrical,Wiring,227,rmt,Commercial,monsoon,north,"[""site measurement"", ""layout marking"", ""conduit installation"", ""cable pulling"", ""junction box fixing"", ""db fabrication"", ""testing and earthing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Constructing and fixing of PVC pipes for woodwork including joint treatment,Interior,Carpentry,106,sqm,Industrial,festival,south,"[""site measurement"", ""layout marking"", ""frame fabrication"", ""panel installation"", ""screw fixing"", ""finishing"", ""touchup""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Constructing tank cleaning using chemicals and tools with curing,Tank Cleaning,Tank,345,rmt,Industrial,monsoon,west,"[""site inspection"", ""sludge removal"", ""scrubbing"", ""chemical cleaning"", ""rinsing"", ""disinfection"", ""drying""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Fixing PVC pipes piping network including joint treatment,Plumbing,Piping,143,kg,Industrial,monsoon,central,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
Installing PVC pipes piping network including primer coat,Plumbing,Piping,101,nos,Industrial,festival,west,"[""site measurement"", ""layout marking"", ""pipe cutting"", ""pipe installation"", ""joint sealing"", ""pressure testing"", ""finishing""]","[1, 2, 3, 3, 3, 3, 4, 5]"
